"","AIC.full","AIC.disc","LR.disc","AIC.cont","LR.cont"
"GSE12225.GPL3676_eset",45.5057234373896,45.438567597288,0.139956715391962,40.5231923634167,0.55490628518108
"GSE12945_eset",93.0898332515217,92.1038074222848,0.221576564541311,89.4865471473593,0.354970808043581
"GSE13067_eset",NA,NA,NA,NA,NA
"GSE17538.GPL570_eset",40.6308346076776,38.0927874838015,0.48143866546869,34.4128287729642,0.775774932948864
"GSE2109_eset",465.984869412588,467.926627548772,0.0512582310455697,459.926647970938,0.746466583280872
"GSE21510_eset",79.5155288123915,76.8173236432169,0.52157749498788,81.7269631272165,0.0370127960755381
"GSE33113_eset",NA,NA,NA,NA,NA
"GSE39582_eset",222.782056691857,229.430108207481,0.00487309627831592,219.493037327326,0.318258156511753
"TCGA.COAD_eset",175.804905715188,173.123240324351,0.517281893467414,171.082569014955,0.512479080394767
"TCGA.RNASeqV2_eset",250.614838220865,251.039292774306,0.109456586712327,249.791213246003,0.126856031736538
