"","study","CMS_label","mean_PCSS1","mean_PCSS2","sd_PCSS1","sd_PCSS2"
"54","GSE21815_eset","CMS4",0.930971095325545,1.0160895474736,1.02337977990902,0.462904150929849
"55","GSE21815_eset","not labeled",0.0395047535878137,-0.059740435386765,0.7668475592979,0.857338390473084
"56","GSE26682.GPL570_eset","CMS1",0.81734303603272,-1.62445071012609,0.673288297994179,0.644500175660229
"57","GSE26682.GPL570_eset","CMS2",-0.765084291751109,0.516035067717681,0.549268491644109,0.456573776359887
"58","GSE26682.GPL570_eset","CMS3",-0.410678070311775,-0.81858913621612,0.767525721127039,0.695168914671585
"59","GSE26682.GPL570_eset","CMS4",0.936905874336863,0.739290466528981,0.741677485980404,0.65195832538052
"60","GSE26682.GPL570_eset","not labeled",-0.021948248907107,-0.180445227497631,0.878322113654992,0.720118821018348
"61","GSE26682.GPL96_eset","CMS1",0.912575802177873,-1.59670077745118,0.901244438774765,0.85479358101253
"62","GSE26682.GPL96_eset","CMS2",-0.900455564152726,0.37436927993978,0.531247575694479,0.506474679814767
"63","GSE26682.GPL96_eset","CMS3",-0.282765101625333,-0.834820797645616,0.597318322097859,0.622741668996402
"64","GSE26682.GPL96_eset","CMS4",0.824974704552143,0.869167484035876,0.803037501314468,0.614934672278128
"65","GSE26682.GPL96_eset","not labeled",0.2202403754238,-0.319621669226875,0.714793685129209,0.726309955985224
"66","GSE33113_eset","CMS1",0.533199631300538,-1.37115311974179,0.593557663365924,0.526536857144484
"67","GSE33113_eset","CMS2",-0.85028456932715,0.575811282151996,0.621547632197584,0.371184018333472
"68","GSE33113_eset","CMS3",-0.558656625095957,-0.526821338685266,0.69813469008479,0.500971779817733
"69","GSE33113_eset","CMS4",0.99118537242051,0.752334163401893,0.845132734744667,0.613663151833646
"70","GSE33113_eset","not labeled",0.350128782956971,-0.295745469319978,0.940876016675298,0.933253044141193
"71","GSE39582_eset","CMS1",0.69393789434749,-1.42846660333885,0.696522185970263,0.539587904711338
"72","GSE39582_eset","CMS2",-0.779703179426239,0.460822072806527,0.492976401735786,0.493673899776156
"73","GSE39582_eset","CMS3",-0.517546223301686,-0.602435483758522,0.605368499583617,0.705208842853379
"74","GSE39582_eset","CMS4",1.04262461211894,0.816790680112491,0.748721458618707,0.652693262476365
"75","GSE39582_eset","not labeled",0.0214259410180874,-0.0827221463749558,0.825211066896663,0.853214136451505
"76","NHS.HPFS_eset","CMS1",0.805129589344436,-1.53001751706218,0.667718957674158,0.660344375256217
"77","NHS.HPFS_eset","CMS2",-0.940855291459859,0.531424641638679,0.614770112631562,0.574425137699334
"78","NHS.HPFS_eset","CMS3",-0.593535393999634,-0.68494777381533,0.702511460580675,0.74507227385893
"79","NHS.HPFS_eset","CMS4",1.178332789613,0.918185867522983,0.719419037095771,0.700495368350659
"80","NHS.HPFS_eset","not labeled",-0.0907327564572248,0.0225905133117943,0.766912465997206,0.757167971638635
"81","TCGA.COAD_eset","CMS1",1.06008745362052,-1.50940627632779,0.767246715214954,0.547819526970085
"82","TCGA.COAD_eset","CMS2",-0.811507242738918,0.539407036371931,0.551629970388114,0.484880574881287
"83","TCGA.COAD_eset","CMS3",-0.239227870499996,-0.479138887402405,0.485238358594716,0.570903348761901
"84","TCGA.COAD_eset","CMS4",0.696491305387483,0.749983356125133,0.785400416833363,0.596933399153202
"85","TCGA.COAD_eset","not labeled",-0.161992988462868,-0.000979612613228727,0.835021668237784,0.731000201330142
"86","TCGA.RNASeqV2_eset","CMS1",0.368847722062483,-1.40806147533822,0.649315422732943,0.492435868231419
"87","TCGA.RNASeqV2_eset","CMS2",-0.921427972117794,0.318781327483804,0.705370772971993,0.471081454935697
"88","TCGA.RNASeqV2_eset","CMS3",-0.418499943768633,-0.788959225072967,0.580082098585141,0.671064490955025
"89","TCGA.RNASeqV2_eset","CMS4",0.888600972031401,0.811645596901521,0.696108442729352,0.522256877710314
"90","TCGA.RNASeqV2_eset","not labeled",0.317780328040441,-0.107294718672404,0.819657575625415,0.605610815839406
