"","study","CMS_label","mean_RAV832","mean_RAV188","sd_RAV832","sd_RAV188"
"1","GSE12225.GPL3676_eset","CMS1",0.516524559696356,-0.561293844319869,0.791621384944355,0.382794744758826
"2","GSE12225.GPL3676_eset","CMS2",-0.221908451749557,-0.768468068268559,1.02588379651878,0.781717634194362
"3","GSE12225.GPL3676_eset","CMS3",-0.949282315971357,-0.952742888941901,0.748564327570857,0.379850430597768
"4","GSE12225.GPL3676_eset","CMS4",0.497096459168716,0.990234801213816,0.841411070527964,0.652670388796346
"5","GSE12225.GPL3676_eset","not labeled",0.135376462300046,0.364725963051497,0.972145551144056,0.71960742707351
"6","GSE12945_eset","CMS1",0.4927030501717,0.320535838064704,0.394466935260555,0.711486278949386
"7","GSE12945_eset","CMS2",0.379803339637925,-0.259129751399904,0.429673446778688,0.492805652032822
"8","GSE12945_eset","CMS3",-0.772755736210208,-0.882688142408776,1.31608299895369,0.909588956172996
"9","GSE12945_eset","CMS4",0.0391961229164755,1.72326862037412,1.5726754539678,1.04585401439848
"10","GSE12945_eset","not labeled",-0.0925562819531274,0.36617594806291,0.875552647793262,0.666487773689865
"11","GSE13067_eset","CMS1",0.54445805973071,0.237426039553306,0.757739495895191,0.518744608821163
"12","GSE13067_eset","CMS2",0.182354712487324,-0.582734300826847,0.543885566812478,0.407084211344053
"13","GSE13067_eset","CMS3",-1.15002553725429,-0.808201496396777,0.11348156032763,0.636219244296698
"14","GSE13067_eset","CMS4",-0.236733368095109,1.16207779356135,1.48023731753144,1.34161250179882
"15","GSE13067_eset","not labeled",-0.35820249734052,0.0678745227122372,1.51338023944266,0.525465176553717
"16","GSE13294_eset","CMS1",0.299360071042881,0.458446703376224,0.802625883098255,0.906110139531689
"17","GSE13294_eset","CMS2",0.223424898359685,-0.583184938392478,0.665538844201463,0.525911341150052
"18","GSE13294_eset","CMS3",-0.720477668808995,-0.78478087586138,0.933774250069282,0.821764935755891
"19","GSE13294_eset","CMS4",-0.0980499233019726,1.08439263829895,1.41345909486019,0.762098592577928
"20","GSE13294_eset","not labeled",-0.124660255820447,-0.250327419331739,0.990651594044186,0.453945454385155
"21","GSE14095_eset","CMS1",0.335127598356604,-0.0616954720088839,0.80873686864434,0.734203791958806
"22","GSE14095_eset","CMS2",0.264607011508922,-0.357056082184532,0.643489077422567,0.772751322828022
"23","GSE14095_eset","CMS3",-1.15668524849312,-0.625654321760716,1.0981796594681,0.868658631618415
"24","GSE14095_eset","CMS4",0.411940042687386,1.08184558179698,0.849082217691197,0.842223903929291
"25","GSE14095_eset","not labeled",-0.302168266856959,0.000453343118074589,0.772607062243426,0.761009704339074
"26","GSE14333_eset","CMS1",0.544088546242496,0.229931683273905,0.64937260631839,0.638470151678538
"27","GSE14333_eset","CMS2",0.231980790154854,-0.66143422375407,0.580405107681514,0.556906055847221
"28","GSE14333_eset","CMS3",-0.780719671436964,-0.737040969027373,0.900583540505277,0.704389848560096
"29","GSE14333_eset","CMS4",0.135531902159948,1.04854744127096,0.978669611434185,0.865182971988968
"30","GSE14333_eset","not labeled",-0.230077649390973,-0.0253497697482392,1.47034848279411,0.609869620996015
"31","GSE17536_eset","CMS1",0.600628076870486,0.465094204348827,0.865120846860945,0.723418486278004
"32","GSE17536_eset","CMS2",0.0738454472381179,-0.605752370598745,0.814843321004462,0.548635482798243
"33","GSE17536_eset","CMS3",-0.857150788993508,-0.602188480761896,0.877042234384541,0.692221973537405
"34","GSE17536_eset","CMS4",0.120201197379977,1.08808142638858,1.02417986054445,1.00043591473202
"35","GSE17536_eset","not labeled",-0.134331219483073,-0.128107936507941,1.05047725330611,0.657123378158055
"36","GSE17538.GPL570_eset","CMS1",0.595465205282027,0.230190513434664,0.624899147228713,0.625543264921836
"37","GSE17538.GPL570_eset","CMS2",0.128436842749994,-0.585390427799447,0.42562336290717,0.531423418882918
"38","GSE17538.GPL570_eset","CMS3",-0.815826878609333,-0.845184564889519,1.19062928071042,0.663323593558022
"39","GSE17538.GPL570_eset","CMS4",-0.0718476014533,1.05193285606194,1.22283228985446,0.898715884889547
