"","study","CMS_label","mean_RAV834","mean_RAV833","sd_RAV834","sd_RAV833"
"1","GSE12225.GPL3676_eset","CMS1",1.83853251891222,0.626661028435084,0.679383357843224,0.366305714287622
"2","GSE12225.GPL3676_eset","CMS2",-0.419212310761555,0.744062169229897,0.603456285851456,0.678135376517932
"3","GSE12225.GPL3676_eset","CMS3",0.499622348935806,0.946103165884725,0.588327616705279,0.28520885214716
"4","GSE12225.GPL3676_eset","CMS4",-0.374997521699768,-1.10007059384392,0.756121531300538,0.761013803355963
"5","GSE12225.GPL3676_eset","not labeled",-0.0929225386446547,-0.258207353107027,1.1381621265839,0.620476861831042
"6","GSE12945_eset","CMS1",1.9264604628111,0.469247542325489,0.755987910985159,0.635176778070529
"7","GSE12945_eset","CMS2",-0.711634826301531,0.189619555264337,0.50532305751746,0.57645564509069
"8","GSE12945_eset","CMS3",0.638879317590106,0.956585887257663,0.760850434280696,0.677405538630858
"9","GSE12945_eset","CMS4",-0.253015452773869,-1.8769888232897,0.669750097378099,0.955520161402101
"10","GSE12945_eset","not labeled",-0.00346931474323123,-0.525411405154574,0.75650501900221,0.455198945657844
"11","GSE13067_eset","CMS1",1.36522801303563,0.193352850856045,0.623215398580125,0.36616849970777
"12","GSE13067_eset","CMS2",-0.620105779511631,0.407170274306228,0.434626900792642,0.469254909211724
"13","GSE13067_eset","CMS3",0.607332738161837,0.624535662466831,0.368653453474727,0.55659769456809
"14","GSE13067_eset","CMS4",-0.700806129202026,-1.29873207342373,0.76962565421669,1.42286262674325
"15","GSE13067_eset","not labeled",0.529474577443481,0.190278001530783,0.269930079382223,0.376608820787491
"16","GSE17538.GPL570_eset","CMS1",1.34505769154771,0.203261764082762,0.556510679930161,0.621899222090576
"17","GSE17538.GPL570_eset","CMS2",-0.795140190171185,0.488126726855468,0.490833808297062,0.465180676828003
"18","GSE17538.GPL570_eset","CMS3",0.730995491231239,0.869229949277903,0.44323207912842,0.385911526747945
"19","GSE17538.GPL570_eset","CMS4",-0.455540808385065,-1.20914915133757,0.767506802732224,0.899903407457962
"20","GSE17538.GPL570_eset","not labeled",-0.178930786500262,-0.346377758440094,0.576935148732464,0.29383284741751
"21","GSE2109_eset","CMS1",1.36967830191501,0.0797291428312984,0.629510831628638,0.552228601995947
"22","GSE2109_eset","CMS2",-0.489233644866672,0.428297158257733,0.55463410384895,0.505269259403262
"23","GSE2109_eset","CMS3",0.737667778024256,0.882078822584156,0.567741168186534,0.498614520094736
"24","GSE2109_eset","CMS4",-0.849957620287998,-1.21426431117134,0.559851459482919,0.80690309308653
"25","GSE2109_eset","not labeled",0.192940209477449,0.0291844307127389,0.852230221659214,0.689270423606613
"26","GSE21510_eset","CMS1",0.805332441766208,-0.109070016944624,0.673832539043002,0.331921384876998
"27","GSE21510_eset","CMS2",-0.73320488770267,-0.120296251493369,0.427465589904115,0.415189037368852
"28","GSE21510_eset","CMS3",0.370085793492266,0.427589663180515,0.639144151040204,0.496262287018676
"29","GSE21510_eset","CMS4",-0.637797899664562,-0.804375458198356,0.39493458047892,0.479979584725131
"30","GSE21510_eset","not labeled",-0.43235427282843,-0.300229208734269,0.45216228968811,0.351493741578816
"31","GSE33113_eset","CMS1",1.25004529913633,-4.72554431750011e-05,0.512907967078954,0.697651263483709
"32","GSE33113_eset","CMS2",-0.759064891835343,0.374950646484126,0.458272078750733,0.494440920016475
"33","GSE33113_eset","CMS3",0.487281822810304,0.901309474775934,0.461536592184544,0.567945453796535
"34","GSE33113_eset","CMS4",-0.77589674751028,-1.43354740138752,0.834212576490337,0.845798868232916
"35","GSE33113_eset","not labeled",0.28818442191936,0.028370014703611,0.70460671491253,0.887325102083898
"36","GSE39582_eset","CMS1",1.49010522560892,0.109053916394108,0.555154659203672,0.64447040419382
"37","GSE39582_eset","CMS2",-0.647288760224158,0.313298059721439,0.471905299209038,0.500517772412811
"38","GSE39582_eset","CMS3",0.610061876901189,0.916370828929389,0.574832654857149,0.528500485338394
"39","GSE39582_eset","CMS4",-0.589173244315388,-1.24920198678313,0.690189543932903,0.882976404947642
"40","GSE39582_eset","not labeled",0.0453926356570469,-0.00384717196045418,0.8638927738075,0.790044832019324
"41","TCGA.COAD_eset","CMS1",1.53795390765069,-0.321490204504578,0.588053548489498,0.950719254200213
"42","TCGA.COAD_eset","CMS2",-0.628703509211559,0.330634765879602,0.526188059547762,0.632711990727724
"43","TCGA.COAD_eset","CMS3",0.301191072363303,0.867042277942119,0.564496448636269,0.734557143668423
"44","TCGA.COAD_eset","CMS4",-0.591957433128719,-1.23966403529891,0.567924914957894,0.919807786393562
"45","TCGA.COAD_eset","not labeled",-0.207853141433133,0.125718108624205,0.711093948316773,0.77010882539739
"46","TCGA.RNASeqV2_eset","CMS1",1.32581209378235,0.27456207415104,0.515294693978206,0.660651106816107
"47","TCGA.RNASeqV2_eset","CMS2",-0.578394808566718,0.389853074758527,0.579438881546613,0.642240336508538
"48","TCGA.RNASeqV2_eset","CMS3",0.760228980576247,0.887773608613342,0.655296238138496,0.652767000477966
"49","TCGA.RNASeqV2_eset","CMS4",-0.776981390017814,-1.18361052933952,0.577351242766819,0.595877156746146
"50","TCGA.RNASeqV2_eset","not labeled",0.203066423242973,-0.214132192820428,0.80905262070204,0.651026474190008
