"","study","CMS_label","mean_RAV1575","mean_RAV834","sd_RAV1575","sd_RAV834"
"1","GSE12225.GPL3676_eset","CMS1",-0.952808792852622,1.83853251891222,0.961957710146078,0.679383357843224
"2","GSE12225.GPL3676_eset","CMS2",-0.795710049158641,-0.419212310761555,1.00645293785056,0.603456285851456
"3","GSE12225.GPL3676_eset","CMS3",-0.294353227115675,0.499622348935806,0.550479351457805,0.588327616705279
"4","GSE12225.GPL3676_eset","CMS4",0.793144724729299,-0.374997521699768,0.649391486307619,0.756121531300538
"5","GSE12225.GPL3676_eset","not labeled",0.27964145323109,-0.0929225386446547,0.859373417879599,1.1381621265839
"6","GSE12945_eset","CMS1",0.200301246701067,1.9264604628111,0.525958681186373,0.755987910985159
"7","GSE12945_eset","CMS2",-0.626849747154338,-0.711634826301531,0.475781702152611,0.50532305751746
"8","GSE12945_eset","CMS3",-0.134447182400103,0.638879317590106,0.479451876590139,0.760850434280696
"9","GSE12945_eset","CMS4",1.90518205651091,-0.253015452773869,1.72664413745905,0.669750097378099
"10","GSE12945_eset","not labeled",0.248850598878688,-0.00346931474323123,0.601660972266869,0.75650501900221
"11","GSE13067_eset","CMS1",0.173743946845902,1.36522801303563,0.631619755583994,0.623215398580125
"12","GSE13067_eset","CMS2",-0.78035056176542,-0.620105779511631,0.284508233266364,0.434626900792642
"13","GSE13067_eset","CMS3",-0.55949436327654,0.607332738161837,0.392911001368323,0.368653453474727
"14","GSE13067_eset","CMS4",1.23840022373033,-0.700806129202026,1.06396636832104,0.76962565421669
"15","GSE13067_eset","not labeled",0.646010399582148,0.529474577443481,0.489866993036323,0.269930079382223
"16","GSE13294_eset","CMS1",0.386745019202595,1.07540106846511,0.753696657599227,0.42694197320625
"17","GSE13294_eset","CMS2",-0.76854162197501,-0.911914342249988,0.649809562607116,0.580927040024366
"18","GSE13294_eset","CMS3",-0.424390565158362,0.470179005031569,0.862376169528003,0.432727554296837
"19","GSE13294_eset","CMS4",1.12180860006675,-0.581789924853133,0.732260685338963,0.943626940801605
"20","GSE13294_eset","not labeled",-0.163986299369575,0.0269962197208858,0.696931202310575,0.39031728020713
"21","GSE14095_eset","CMS1",-0.0663428307253436,1.39997629577455,0.951729349550695,0.668372239062065
"22","GSE14095_eset","CMS2",-0.455191866575157,-0.661930635352863,0.938240663338172,0.450137992274215
"23","GSE14095_eset","CMS3",-0.0255326146895329,0.624636720107966,1.04519677069231,0.661720537249827
"24","GSE14095_eset","CMS4",0.740845704409044,-0.494246516659263,0.687865193944692,0.757322594908274
"25","GSE14095_eset","not labeled",0.00909991421446324,-0.313267397370242,0.900971938383188,0.606081672285589
