"","study","CMS_label","mean_RAV834","mean_RAV833","sd_RAV834","sd_RAV833"
"55","GSE21815_eset","not labeled",0.0232303169919762,-0.00498661052247452,0.978388497390288,0.733446804230884
"56","GSE26682.GPL570_eset","CMS1",1.59267094631545,0.136537696804758,0.56031270135816,0.633098010274974
"57","GSE26682.GPL570_eset","CMS2",-0.6669805810733,0.206472727972885,0.460115414381656,0.432996514440443
"58","GSE26682.GPL570_eset","CMS3",0.846935143693973,0.819232193587708,0.595516729078297,0.61135412690312
"59","GSE26682.GPL570_eset","CMS4",-0.536034843872939,-0.983929697867463,0.5936184472241,0.528489807956003
"60","GSE26682.GPL570_eset","not labeled",0.1028430814579,0.0672048537700642,0.764081460263485,0.529191760607277
"61","GSE26682.GPL96_eset","CMS1",1.01115051393227,-0.0991737379653223,0.593931641683653,0.438490068851075
"62","GSE26682.GPL96_eset","CMS2",-0.35044964197543,0.314532730184196,0.316069566191122,0.374242459166004
"63","GSE26682.GPL96_eset","CMS3",0.505709874164849,0.472116930880149,0.435767309402742,0.353519364839735
"64","GSE26682.GPL96_eset","CMS4",-0.386440818680093,-0.673041446433743,0.366306412955104,0.427145457342832
"65","GSE26682.GPL96_eset","not labeled",0.195902938457579,0.0251399862986075,0.539796210132481,0.432779660238799
"66","GSE33113_eset","CMS1",1.29437219619286,-0.00424429016967183,0.504774449876649,0.672403889147972
"67","GSE33113_eset","CMS2",-0.793942181825587,0.409801606409784,0.482650281681992,0.487509296084502
"68","GSE33113_eset","CMS3",0.532983984918737,0.90383139710777,0.478074081450444,0.566179510432452
"69","GSE33113_eset","CMS4",-0.694784000050375,-1.33772998268118,0.905012143172912,0.813324576421797
"70","GSE33113_eset","not labeled",0.389793525319282,0.0133521263289103,0.698851427533432,0.881691544066801
"71","GSE39582_eset","CMS1",1.572641459491,0.0915737699124528,0.595978862491371,0.692731925479308
"72","GSE39582_eset","CMS2",-0.739523471845083,0.356012221714661,0.501010608750836,0.5468898493661
"73","GSE39582_eset","CMS3",0.656678377431188,0.987081983785633,0.61666736708508,0.581286208388756
"74","GSE39582_eset","CMS4",-0.557050842295794,-1.35059903411069,0.738189285882884,0.919651754651957
"75","GSE39582_eset","not labeled",0.0593376790903058,-0.0149988698421396,0.918462184562447,0.867662931216234
"76","NHS.HPFS_eset","CMS1",0.704827059219767,0.115340519833574,0.258723152680494,0.340904104474309
"77","NHS.HPFS_eset","CMS2",-0.349813817434018,0.231326629131669,0.228311369981856,0.267501106115939
"78","NHS.HPFS_eset","CMS3",0.274442861986046,0.410567366476479,0.317759147167674,0.380299215228359
"79","NHS.HPFS_eset","CMS4",-0.280941321869736,-0.555584208058806,0.305288884792621,0.314136291797698
"80","NHS.HPFS_eset","not labeled",-0.00532932583310613,-0.0282363429548666,0.342607880503438,0.344920522095801
"81","TCGA.COAD_eset","CMS1",1.53792025063393,-0.20800473699204,0.568194853696961,0.614484477696393
"82","TCGA.COAD_eset","CMS2",-0.636270063692932,0.240596525807691,0.522529741221986,0.389597315884475
"83","TCGA.COAD_eset","CMS3",0.370938154909007,0.557541677429837,0.545425869796981,0.478186347343805
"84","TCGA.COAD_eset","CMS4",-0.51994695203671,-0.777642768325022,0.584740457050204,0.566472904293919
"85","TCGA.COAD_eset","not labeled",-0.191281468440738,0.0752777906397644,0.673471108590091,0.529825922363621
"86","TCGA.RNASeqV2_eset","CMS1",2.33930720295324,0.44701236108279,0.874014649931512,1.10963650877924
"87","TCGA.RNASeqV2_eset","CMS2",-1.17425649021211,0.671764516698553,0.998881793696134,1.13085522763818
"88","TCGA.RNASeqV2_eset","CMS3",1.31926246542551,1.40826885898874,1.03828495940013,1.17123519987879
"89","TCGA.RNASeqV2_eset","CMS4",-1.10672256412738,-2.06155417783291,1.06806024630024,1.00736624507635
"90","TCGA.RNASeqV2_eset","not labeled",0.40646763347743,-0.367935818327728,1.45234421291291,1.15891055527525
